Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,City,city_risk_score,parts_inflation_index,no_claim_score,income_risk_ratio,location_score,income_risk_ratio_log
PW65305,California,8870.673845,No,Basic,College,1/3/11,Employed,M,91580,Urban,Married,73,14,52,0,2,Personal Auto,Personal L2,Offer2,Branch,290.70096,Two-Door Car,Medsize,Istanbul,5,1.0,3,0.009565407294169033,3,0.009519948444190792
KB44286,Oregon,46770.94705,No,Basic,High School or Below,2/1/11,Employed,F,64403,Rural,Single,198,11,86,0,2,Corporate Auto,Corporate L1,Offer1,Agent,111.173021,Luxury SUV,Small,Antalya,3,1.5,2,0.036892691334254615,1,0.03622844398386672
JV89183,Oregon,9378.900706,No,Premium,Bachelor,1/30/11,Employed,M,51425,Urban,Married,119,32,66,0,3,Personal Auto,Personal L3,Offer1,Agent,560.154132,Four-Door Car,Large,Antalya,3,1.0,4,0.027768595041322314,3,0.027390039593811973
IS75141,Oregon,5645.513529,No,Basic,High School or Below,1/9/11,Employed,F,44162,Rural,Married,71,27,16,0,7,Personal Auto,Personal L3,Offer2,Agent,160.825045,Two-Door Car,Medsize,Antalya,3,1.0,4,0.01929260450160772,1,0.01910886169804648
XO90806,California,8406.763319,No,Basic,College,2/24/11,Employed,F,67128,Urban,Married,105,33,90,0,4,Personal Auto,Personal L3,Offer1,Agent,339.017729,SUV,Small,Istanbul,5,1.0,4,0.018770110833035394,3,0.018596126073094525
QN44699,Oregon,4655.209814,No,Premium,Bachelor,1/4/11,Employed,F,30383,Suburban,Divorced,119,32,25,0,1,Personal Auto,Personal L2,Offer4,Branch,803.686321,Two-Door Car,Small,Antalya,3,1.0,4,0.04699996708685779,2,0.0459289004527334
BV98316,Arizona,6520.824777,No,Extended,Bachelor,2/4/11,Employed,F,93721,Suburban,Married,80,22,62,0,6,Personal Auto,Personal L1,Offer2,Agent,489.594642,Four-Door Car,Large,Izmir,4,1.0,3,0.01024316855347254,2,0.010191062818935346
JJ66819,Oregon,2989.963139,No,Basic,Bachelor,2/21/11,Employed,F,79867,Rural,Divorced,74,25,76,1,1,Personal Auto,Personal L2,Offer1,Branch,78.172321,Four-Door Car,Small,Antalya,3,1.0,4,0.011118484480448746,1,0.011057128503296928
KM72596,Arizona,32677.34284,No,Extended,Doctor,2/4/11,Employed,M,39393,Urban,Single,121,11,61,0,2,Personal Auto,Personal L3,Offer1,Agent,491.151197,SUV,Medsize,Izmir,4,1.0,2,0.03685934049196558,3,0.03619627924885495
HX72126,Nevada,21112.53624,No,Extended,Bachelor,2/22/11,Unemployed,F,0,Rural,Married,81,12,59,0,2,Personal Auto,Personal L3,Offer3,Branch,136.848554,Four-Door Car,Medsize,Bursa,3,1.0,2,81.0,1,4.406719247264253
WX48434,Arizona,4270.034394,Yes,Extended,College,1/19/11,Unemployed,M,0,Suburban,Married,122,27,2,0,1,Corporate Auto,Corporate L3,Offer2,Agent,725.870693,SUV,Medsize,Izmir,4,1.0,4,122.0,2,4.812184355372417
LW12893,California,7911.626107,No,Basic,High School or Below,2/25/11,Employed,F,43916,Suburban,Divorced,68,10,59,2,2,Personal Auto,Personal L2,Offer2,Call Center,326.4,Four-Door Car,Small,Istanbul,5,1.0,2,0.018580927224701706,2,0.01841041079345593
XO94933,California,3944.231185,No,Basic,Bachelor,1/22/11,Employed,F,33282,Rural,Married,100,24,66,1,1,Personal Auto,Personal L3,Offer2,Agent,207.510821,SUV,Small,Istanbul,5,1.0,3,0.0360555255092843,1,0.03542073845250699
NS92256,Oregon,23777.81427,No,Extended,Master,1/22/11,Employed,F,33032,Rural,Married,86,33,77,1,2,Personal Auto,Personal L3,Offer2,Branch,87.080119,Two-Door Car,Medsize,Antalya,3,1.0,4,0.031242431581496734,1,0.03076431956733455
IR62720,Nevada,6842.580052,No,Extended,Bachelor,2/19/11,Disabled,M,25259,Suburban,Married,87,18,8,0,9,Personal Auto,Personal L1,Offer3,Agent,417.6,Four-Door Car,Medsize,Bursa,3,1.0,3,0.04133180252583238,2,0.040500473262633806
XP81320,Oregon,2521.161048,No,Basic,College,1/27/11,Medical Leave,F,19637,Suburban,Married,67,34,30,0,1,Personal Auto,Personal L3,Offer1,Branch,333.138214,Four-Door Car,Medsize,Antalya,3,1.0,4,0.040943117584152366,2,0.040127146049747014
CA52541,California,3808.122147,Yes,Extended,College,1/28/11,Employed,F,94903,Suburban,Married,94,3,38,0,1,Corporate Auto,Corporate L2,Offer2,Agent,451.2,Two-Door Car,Small,Istanbul,5,1.0,1,0.011885820258579814,2,0.011815738668518023
IB59831,Oregon,15512.56424,No,Extended,College,2/19/11,Employed,M,39794,Suburban,Single,133,0,7,0,2,Corporate Auto,Corporate L2,Offer1,Agent,638.4,SUV,Small,Antalya,3,1.0,1,0.040106548725938586,2,0.03932315860358482
VO61192,Oregon,6751.782327,No,Extended,High School or Below,1/5/11,Employed,M,42433,Suburban,Married,85,28,47,0,5,Personal Auto,Personal L2,Offer4,Call Center,410.946167,Four-Door Car,Medsize,Antalya,3,1.0,4,0.024037895034525015,2,0.02375353280223207
UV17888,California,7405.420506,No,Basic,Bachelor,1/9/11,Disabled,F,22044,Rural,Divorced,65,35,70,0,2,Corporate Auto,Corporate L1,Offer1,Agent,10.393016,Four-Door Car,Large,Istanbul,5,1.0,4,0.035383777898747956,1,0.03477215789020996
WX31658,Arizona,7218.015592,No,Basic,Doctor,1/10/11,Employed,F,32312,Urban,Married,61,29,31,3,2,Personal Auto,Personal L2,Offer3,Call Center,276.590788,Two-Door Car,Medsize,Izmir,4,1.0,4,0.02265412230750186,3,0.022401328439147116
RQ79244,California,3362.551989,No,Extended,College,1/29/11,Unemployed,F,0,Suburban,Single,97,28,29,0,1,Personal Auto,Personal L1,Offer1,Branch,698.4,Four-Door Car,Medsize,Istanbul,5,1.0,4,97.0,2,4.584967478670572
UL90124,Oregon,5038.979968,No,Extended,High School or Below,2/21/11,Employed,F,72919,Suburban,Married,130,20,22,5,1,Personal Auto,Personal L3,Offer4,Agent,936.0,SUV,Small,Antalya,3,1.0,3,0.021393601119049907,2,0.021167970397850507
PN12718,California,8681.046339,No,Extended,Bachelor,2/3/11,Unemployed,M,0,Suburban,Married,86,6,57,2,2,Personal Auto,Personal L1,Offer2,Branch,541.217743,Two-Door Car,Large,Istanbul,5,1.0,1,86.0,2,4.465908118654584
CN63432,Arizona,13197.92893,Yes,Basic,College,1/27/11,Unemployed,F,0,Suburban,Single,68,19,2,3,2,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Large,Izmir,4,1.0,3,68.0,2,4.23410650459726
WA24038,Oregon,4595.457544,No,Basic,Bachelor,2/19/11,Employed,M,76357,Rural,Married,117,18,96,1,1,Personal Auto,Personal L3,Offer1,Call Center,4.074222,SUV,Medsize,Antalya,3,1.0,3,0.018387312230705763,1,0.018220309651151633
TR40401,Oregon,5073.282126,Yes,Extended,Doctor,1/30/11,Employed,M,57709,Suburban,Married,125,10,26,0,1,Personal Auto,Personal L2,Offer2,Branch,600.0,SUV,Medsize,Antalya,3,1.0,2,0.02599247950926199,2,0.025660416808713837
UQ73252,Arizona,4636.54647,Yes,Basic,College,1/1/11,Retired,M,26802,Suburban,Married,66,7,43,1,5,Personal Auto,Personal L3,Offer2,Agent,316.8,Two-Door Car,Medsize,Izmir,4,1.0,2,0.029550033579583614,2,0.02912184618780514
LK91880,California,8376.332294,No,Basic,College,1/1/11,Employed,F,26448,Rural,Married,105,7,42,0,3,Personal Auto,Personal L3,Offer3,Agent,75.330276,Sports Car,Medsize,Istanbul,5,1.5,2,0.04764065335753176,1,0.04654063908169025
UA50747,Washington,25997.74996,No,Basic,High School or Below,2/20/11,Employed,F,62262,Urban,Married,72,17,2,0,2,Corporate Auto,Corporate L3,Offer4,Branch,193.505325,Four-Door Car,Small,Ankara,4,1.0,3,0.013876843018213356,3,0.013781441203009386
RV22056,Oregon,4971.353586,No,Extended,Bachelor,2/21/11,Employed,F,98784,Rural,Married,124,7,36,1,1,Personal Auto,Personal L3,Offer2,Web,155.412984,Sports Car,Medsize,Antalya,3,1.5,2,0.015063168124392614,1,0.01495084516257087
FW92569,Arizona,13270.9446,No,Basic,College,1/24/11,Employed,M,28727,Urban,Married,113,7,42,0,2,Corporate Auto,Corporate L1,Offer4,Branch,350.877502,SUV,Medsize,Izmir,4,1.0,2,0.04720297977512445,3,0.04612278107849299
AS26192,Oregon,5519.078475,No,Basic,High School or Below,1/15/11,Employed,M,50406,Rural,Divorced,70,20,23,0,9,Corporate Auto,Corporate L3,Offer1,Call Center,132.208612,Four-Door Car,Medsize,Antalya,3,1.0,3,0.016664682775860015,1,0.016527350581300098
PX72779,Arizona,7942.174213,No,Basic,Master,1/20/11,Employed,M,41832,Suburban,Married,66,19,15,0,2,Personal Auto,Personal L3,Offer1,Call Center,402.749918,Four-Door Car,Small,Izmir,4,1.0,3,0.0189328743545611,2,0.018755878032094452
PZ47901,Arizona,5504.139033,Yes,Basic,Bachelor,2/8/11,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Four-Door Car,Medsize,Izmir,4,1.0,3,73.0,2,4.30406509320417
LE41874,Nevada,5140.11289,No,Extended,High School or Below,1/8/11,Unemployed,F,0,Suburban,Married,138,22,18,0,1,Corporate Auto,Corporate L3,Offer1,Agent,900.617364,SUV,Small,Bursa,3,1.0,3,138.0,2,4.9344739331306915
WT10649,Oregon,6583.205691,No,Extended,Bachelor,1/9/11,Unemployed,M,0,Suburban,Single,97,22,5,0,3,Personal Auto,Personal L2,Offer1,Branch,465.6,Four-Door Car,Medsize,Antalya,3,1.0,3,97.0,2,4.584967478670572
SP80065,California,7899.217251,No,Extended,High School or Below,2/12/11,Employed,F,40032,Suburban,Married,99,18,35,0,8,Special Auto,Special L3,Offer2,Agent,475.2,Four-Door Car,Medsize,Istanbul,5,1.0,3,0.029676258992805755,2,0.029244441177812337
WW37525,California,7659.499583,No,Extended,High School or Below,2/20/11,Employed,M,95701,Rural,Divorced,98,24,8,3,3,Personal Auto,Personal L3,Offer1,Branch,99.697769,Four-Door Car,Small,Istanbul,5,1.0,3,0.012288272849813483,1,0.012213384896584027
MF15503,Nevada,7055.962564,No,Premium,Bachelor,2/19/11,Unemployed,M,0,Suburban,Single,108,25,82,1,4,Special Auto,Special L2,Offer2,Branch,777.6,Two-Door Car,Medsize,Bursa,3,1.0,4,108.0,2,4.6913478822291435
GJ52970,California,7238.504049,No,Basic,High School or Below,1/3/11,Unemployed,M,0,Suburban,Married,66,31,54,1,2,Personal Auto,Personal L3,Offer3,Call Center,393.645615,Four-Door Car,Medsize,Istanbul,5,1.0,4,66.0,2,4.204692619390966
GX84338,Washington,3824.431298,No,Extended,Doctor,2/1/11,Employed,F,62530,Rural,Married,95,35,28,0,1,Personal Auto,Personal L3,Offer4,Agent,61.693771,Four-Door Car,Medsize,Ankara,4,1.0,4,0.01823124900047977,1,0.018067052449727415
QL54532,California,3870.356928,No,Basic,Master,1/17/11,Unemployed,M,0,Suburban,Single,106,8,65,0,1,Personal Auto,Personal L2,Offer1,Web,508.8,SUV,Medsize,Istanbul,5,1.0,2,106.0,2,4.672828834461906
WY43888,Washington,16525.38067,No,Basic,High School or Below,1/17/11,Employed,M,24414,Suburban,Married,104,34,80,0,2,Personal Auto,Personal L1,Offer2,Call Center,499.2,SUV,Medsize,Ankara,4,1.0,4,0.051118210862619806,2,0.049854560225218676
TN51356,Oregon,2450.880954,No,Basic,Bachelor,2/21/11,Employed,M,82695,Urban,Divorced,62,10,39,0,1,Personal Auto,Personal L2,Offer3,Web,217.945243,Four-Door Car,Medsize,Antalya,3,1.0,2,0.008996916379466716,3,0.008956685251308133
QJ21876,California,5666.69628,No,Premium,College,2/26/11,Employed,F,48156,Suburban,Divorced,143,9,20,0,1,Personal Auto,Personal L3,Offer1,Web,686.4,SUV,Medsize,Istanbul,5,1.0,2,0.03563418888612011,2,0.03501398195220129
MM49431,Washington,7298.583562,No,Basic,Bachelor,1/8/11,Employed,M,74069,Urban,Divorced,63,33,81,2,2,Personal Auto,Personal L3,Offer1,Agent,275.516438,Two-Door Car,Medsize,Ankara,4,1.0,4,0.010206699158892383,3,0.010154962547241487
DY38083,California,8838.085637,Yes,Basic,Bachelor,1/21/11,Employed,M,82664,Rural,Married,114,24,10,3,9,Personal Auto,Personal L3,Offer2,Agent,133.425609,SUV,Medsize,Istanbul,5,1.0,3,0.01654892093293332,1,0.01641347976827719
KZ95954,Arizona,5375.657146,No,Extended,High School or Below,2/2/11,Unemployed,M,0,Suburban,Single,80,13,57,1,4,Personal Auto,Personal L2,Offer3,Branch,749.134686,Four-Door Car,Medsize,Izmir,4,1.0,3,80.0,2,4.394449154672439
DC70690,Arizona,5598.00838,No,Basic,College,1/13/11,Employed,F,51737,Suburban,Single,71,13,55,0,6,Personal Auto,Personal L1,Offer1,Web,430.163277,Four-Door Car,Medsize,Izmir,4,1.0,3,0.0164679049809614,2,0.016333779540534717
QI31659,California,16953.08411,No,Basic,Bachelor,2/26/11,Employed,F,76797,Urban,Single,71,22,2,0,2,Personal Auto,Personal L3,Offer2,Call Center,234.771653,Four-Door Car,Medsize,Istanbul,5,1.0,3,0.011094183366537756,3,0.011033094321038505
JU72142,Oregon,14002.75508,No,Basic,Bachelor,2/14/11,Employed,M,61225,Urban,Married,117,3,0,0,2,Personal Auto,Personal L3,Offer2,Call Center,442.374873,SUV,Small,Antalya,3,1.0,1,0.02293180890159249,3,0.0226728267825408
QS26062,California,2807.049427,No,Basic,High School or Below,1/21/11,Employed,M,80915,Urban,Married,70,17,66,0,1,Corporate Auto,Corporate L2,Offer2,Branch,187.854818,Four-Door Car,Medsize,Istanbul,5,1.0,3,0.010381264289686708,3,0.010327749017701003
LF61343,California,10529.01236,No,Premium,High School or Below,2/9/11,Disabled,M,12688,Suburban,Married,140,5,96,0,3,Personal Auto,Personal L1,Offer1,Call Center,672.0,SUV,Medsize,Istanbul,5,1.0,1,0.13240857503152587,2,0.12434684666735164
YK23193,Nevada,6057.07208,Yes,Extended,Bachelor,2/14/11,Retired,M,27681,Suburban,Married,83,13,62,0,9,Personal Auto,Personal L3,Offer2,Agent,398.4,Two-Door Car,Medsize,Bursa,3,1.0,3,0.03598135905494744,2,0.03534915048520676
ID40186,Oregon,12904.94336,No,Premium,Bachelor,2/27/11,Employed,F,27778,Suburban,Divorced,109,30,14,0,2,Personal Auto,Personal L3,Offer1,Agent,523.2,Four-Door Car,Large,Antalya,3,1.0,4,0.04708762329901361,2,0.04601261826149121
AS17174,Oregon,2471.528431,Yes,Basic,High School or Below,1/15/11,Employed,M,95697,Rural,Married,61,16,55,0,1,Personal Auto,Personal L2,Offer2,Agent,114.273025,Two-Door Car,Medsize,Antalya,3,1.0,3,0.007649142606351297,1,0.007620036246615957
IQ95180,Oregon,5651.396772,No,Basic,Bachelor,1/19/11,Employed,M,44634,Suburban,Married,71,16,99,1,9,Personal Auto,Personal L3,Offer1,Branch,396.035334,Four-Door Car,Small,Antalya,3,1.0,3,0.019088587175695657,2,0.018908685864962544
RS59102,California,12885.78676,No,Basic,College,2/12/11,Employed,M,37050,Suburban,Married,110,4,75,1,2,Personal Auto,Personal L3,Offer1,Agent,528.0,Sports Car,Medsize,Istanbul,5,1.5,1,0.03562753036437247,2,0.035007552516765114
OI83286,Oregon,5551.394979,No,Basic,College,1/31/11,Employed,F,56872,Urban,Married,69,20,99,0,9,Personal Auto,Personal L1,Offer1,Agent,192.879457,Two-Door Car,Medsize,Antalya,3,1.0,3,0.014559009706006472,3,0.014454044886871902
XH93021,Nevada,5439.342442,No,Extended,High School or Below,1/13/11,Unemployed,M,0,Suburban,Single,82,12,40,0,6,Personal Auto,Personal L3,Offer1,Branch,590.4,Four-Door Car,Small,Bursa,3,1.0,2,82.0,2,4.418840607796598
QJ22057,Nevada,4454.104455,No,Basic,College,2/22/11,Unemployed,F,0,Suburban,Single,68,5,72,1,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Large,Bursa,3,1.0,1,68.0,2,4.23410650459726
NR49426,Nevada,5195.824739,No,Basic,College,1/29/11,Employed,M,69488,Suburban,Divorced,68,13,25,3,3,Personal Auto,Personal L2,Offer1,Branch,326.4,Four-Door Car,Medsize,Bursa,3,1.0,3,0.011743034768593138,2,0.011674620409733643
BM39234,Oregon,4551.060479,No,Basic,High School or Below,2/13/11,Unemployed,M,0,Suburban,Single,62,25,98,0,3,Personal Auto,Personal L1,Offer1,Call Center,446.4,Two-Door Car,Medsize,Antalya,3,1.0,4,62.0,2,4.143134726391533
MJ95558,California,16570.09009,No,Extended,Bachelor,1/12/11,Employed,M,23589,Suburban,Married,211,30,13,0,6,Special Auto,Special L2,Offer2,Agent,1012.8,Luxury SUV,Small,Istanbul,5,1.5,4,0.10733816609436601,2,0.10195908683709956
WC21120,California,8002.308333,Yes,Basic,College,1/11/11,Unemployed,F,0,Suburban,Married,107,3,65,0,3,Personal Auto,Personal L1,Offer1,Agent,513.6,SUV,Medsize,Istanbul,5,1.0,1,107.0,2,4.68213122712422
EU81458,Oregon,2743.553584,No,Basic,Doctor,2/12/11,Employed,F,95782,Urban,Married,68,6,22,1,1,Personal Auto,Personal L3,Offer3,Call Center,247.847239,Four-Door Car,Medsize,Antalya,3,1.0,1,0.008519346014908856,3,0.008483261187889763
JO32686,Arizona,8139.001346,No,Basic,Bachelor,2/14/11,Medical Leave,F,24992,Suburban,Married,106,24,8,0,3,Personal Auto,Personal L3,Offer1,Agent,508.8,SUV,Small,Izmir,4,1.0,3,0.050896286811779774,2,0.04964340654201609
YY27420,Arizona,10507.69496,No,Extended,Bachelor,2/1/11,Medical Leave,M,20043,Suburban,Married,92,13,9,0,2,Personal Auto,Personal L1,Offer3,Agent,516.088544,Four-Door Car,Medsize,Izmir,4,1.0,3,0.05508157461457865,2,0.053618085848398285
SX22647,California,7218.085486,No,Basic,College,1/30/11,Unemployed,M,0,Suburban,Single,104,29,4,0,3,Personal Auto,Personal L3,Offer3,Call Center,748.8,SUV,Small,Istanbul,5,1.0,4,104.0,2,4.653960350157523
HT31871,Arizona,4861.369008,No,Basic,High School or Below,1/14/11,Employed,M,36305,Suburban,Married,61,19,61,0,9,Personal Auto,Personal L1,Offer4,Branch,292.8,Four-Door Car,Small,Izmir,4,1.0,3,0.020162512050681727,2,0.01996194014509791
ZB81881,California,5786.49398,No,Basic,Bachelor,1/28/11,Employed,M,44784,Suburban,Married,73,32,35,0,4,Personal Auto,Personal L2,Offer1,Branch,395.386573,Two-Door Car,Medsize,Istanbul,5,1.0,4,0.019560557341907824,2,0.019371708328551767
XY91562,Oregon,7707.806541,No,Premium,College,2/24/11,Unemployed,F,0,Suburban,Single,113,0,11,0,3,Personal Auto,Personal L3,Offer1,Agent,542.4,Four-Door Car,Medsize,Antalya,3,1.0,1,113.0,2,4.736198448394496
CQ72935,Arizona,4974.801539,Yes,Basic,Bachelor,1/18/11,Employed,M,75644,Suburban,Divorced,65,5,68,3,9,Personal Auto,Personal L3,Offer2,Branch,467.803638,Two-Door Car,Medsize,Izmir,4,1.0,1,0.010311458939241711,2,0.010258658502680767
XR36002,California,10626.80746,No,Extended,High School or Below,1/4/11,Medical Leave,F,27339,Rural,Divorced,97,0,37,2,2,Personal Auto,Personal L3,Offer1,Branch,44.730323,Two-Door Car,Medsize,Istanbul,5,1.0,1,0.0425765390102052,1,0.04169509071062266
RW70500,Oregon,7996.604028,No,Basic,Master,1/17/11,Employed,F,43657,Suburban,Married,66,21,74,0,2,Personal Auto,Personal L1,Offer1,Agent,316.8,Two-Door Car,Large,Antalya,3,1.0,3,0.01814142061983187,2,0.017978828538607147
VK53354,Washington,27945.89465,No,Extended,Bachelor,2/8/11,Unemployed,M,0,Suburban,Single,95,32,69,0,2,Special Auto,Special L3,Offer2,Call Center,684.0,Two-Door Car,Medsize,Ankara,4,1.0,4,95.0,2,4.564348191467836
OI77877,Oregon,7498.290823,No,Extended,High School or Below,1/9/11,Employed,M,31134,Suburban,Married,96,24,16,0,6,Personal Auto,Personal L2,Offer3,Call Center,666.5271,Four-Door Car,Medsize,Antalya,3,1.0,3,0.0370013490075159,2,0.036333230121680014
EH13261,California,2637.148672,No,Basic,Master,1/26/11,Employed,M,50512,Suburban,Single,67,19,16,0,1,Personal Auto,Personal L1,Offer3,Branch,351.403677,Four-Door Car,Large,Istanbul,5,1.0,3,0.015917009819448845,2,0.015791662571457952
GW14698,Arizona,4882.493829,No,Basic,College,2/28/11,Employed,F,80604,Urban,Married,61,22,86,0,3,Corporate Auto,Corporate L3,Offer4,Web,255.982609,Four-Door Car,Medsize,Izmir,4,1.0,3,0.009081435164507965,3,0.009040446900132127
PO56357,California,5363.528173,No,Basic,High School or Below,1/1/11,Employed,F,64604,Urban,Married,67,18,71,1,8,Personal Auto,Personal L3,Offer1,Web,272.445607,Four-Door Car,Medsize,Istanbul,5,1.0,3,0.012445049842115039,3,0.012368246764917818
IC47914,California,3548.397966,No,Premium,College,2/11/11,Unemployed,M,0,Suburban,Single,103,17,18,0,1,Corporate Auto,Corporate L2,Offer2,Web,741.6,Four-Door Car,Small,Istanbul,5,1.0,3,103.0,2,4.6443908991413725
IK12576,Oregon,4233.56878,No,Premium,Bachelor,2/13/11,Employed,F,95647,Suburban,Single,106,11,30,0,1,Personal Auto,Personal L2,Offer1,Agent,508.8,Two-Door Car,Medsize,Antalya,3,1.0,2,0.013298901167835896,2,0.013211247062029318
NC68853,Oregon,11293.98192,No,Basic,High School or Below,1/15/11,Unemployed,M,0,Suburban,Married,104,19,32,0,2,Personal Auto,Personal L3,Offer1,Call Center,499.2,SUV,Medsize,Antalya,3,1.0,3,104.0,2,4.653960350157523
TG40558,Oregon,7258.992716,No,Basic,High School or Below,1/10/11,Employed,M,60969,Rural,Married,61,9,5,0,2,Corporate Auto,Corporate L3,Offer2,Web,146.119178,Four-Door Car,Medsize,Antalya,3,1.0,2,0.012006101461398416,1,0.01193459995915255
NB40107,Arizona,2695.455483,No,Extended,High School or Below,1/23/11,Unemployed,M,0,Suburban,Single,76,33,84,0,1,Corporate Auto,Corporate L1,Offer1,Web,547.2,Four-Door Car,Small,Izmir,4,1.0,4,76.0,2,4.343805421853684
XD86462,Oregon,6063.19979,No,Extended,College,2/4/11,Employed,M,20676,Suburban,Single,79,28,27,0,7,Personal Auto,Personal L3,Offer3,Agent,379.2,Four-Door Car,Medsize,Antalya,3,1.0,4,0.045850261172373764,2,0.0448302016403536
HA45220,California,5258.251562,No,Basic,High School or Below,2/26/11,Employed,F,37874,Rural,Married,65,30,65,0,8,Corporate Auto,Corporate L3,Offer1,Branch,41.016038,Four-Door Car,Large,Istanbul,5,1.0,4,0.02059460315783915,1,0.020385401722562646
OT24208,California,12390.47778,No,Basic,Bachelor,1/5/11,Medical Leave,M,14382,Suburban,Married,66,8,48,0,2,Personal Auto,Personal L3,Offer3,Agent,316.8,Four-Door Car,Medsize,Istanbul,5,1.0,2,0.05506883604505632,2,0.05360601223558079
LM93586,Arizona,3677.784051,No,Extended,High School or Below,1/16/11,Employed,M,32314,Suburban,Married,92,7,80,0,1,Personal Auto,Personal L1,Offer2,Agent,662.4,Four-Door Car,Medsize,Izmir,4,1.0,2,0.03416475830909203,2,0.033594104117312895
CA70404,California,6104.849081,No,Extended,High School or Below,2/4/11,Employed,M,62455,Urban,Married,77,27,85,1,5,Personal Auto,Personal L2,Offer2,Branch,338.144854,Two-Door Car,Small,Istanbul,5,1.0,4,0.014794652149547675,3,0.014686278872529
UY94269,Oregon,2991.423685,No,Basic,Master,1/15/11,Employed,F,35605,Suburban,Married,74,0,95,0,1,Personal Auto,Personal L3,Offer3,Agent,355.2,Two-Door Car,Medsize,Antalya,3,1.0,1,0.024940317371155735,2,0.024634383940146536
FM59265,Washington,8034.520139,No,Basic,Bachelor,1/3/11,Unemployed,F,0,Suburban,Married,103,16,50,0,7,Personal Auto,Personal L3,Offer2,Agent,741.6,SUV,Medsize,Ankara,4,1.0,3,103.0,2,4.6443908991413725
TZ51184,Arizona,9778.984109,No,Extended,College,1/10/11,Unemployed,M,0,Suburban,Single,137,7,15,0,3,Corporate Auto,Corporate L3,Offer1,Agent,986.4,SUV,Medsize,Izmir,4,1.0,2,137.0,2,4.927253685157205
BZ85280,Oregon,7284.262288,No,Basic,College,2/23/11,Medical Leave,M,10334,Urban,Married,64,5,80,0,2,Personal Auto,Personal L1,Offer3,Agent,296.962938,Four-Door Car,Medsize,Antalya,3,1.0,1,0.0743177859492936,3,0.07168584240297668
BL93527,Arizona,2728.03759,No,Basic,High School or Below,2/27/11,Employed,M,44025,Suburban,Single,69,0,75,0,1,Personal Auto,Personal L3,Offer1,Branch,331.2,Two-Door Car,Medsize,Izmir,4,1.0,1,0.018807495741056217,2,0.018632821517630623
FL77069,California,7519.029686,No,Basic,Bachelor,1/27/11,Employed,F,32397,Rural,Married,190,14,95,0,1,Corporate Auto,Corporate L1,Offer1,Agent,334.626758,Luxury SUV,Small,Istanbul,5,1.5,3,0.07037688674877303,1,0.06801081706150754
HX31231,Arizona,8183.592208,No,Premium,Bachelor,2/1/11,Medical Leave,F,24345,Suburban,Married,106,15,21,0,3,Corporate Auto,Corporate L3,Offer2,Call Center,637.695945,Four-Door Car,Medsize,Izmir,4,1.0,3,0.05224892174984597,2,0.050929703958914566
OO11998,Oregon,4583.748377,No,Basic,Master,1/19/11,Employed,M,94804,Suburban,Married,115,13,79,4,1,Personal Auto,Personal L2,Offer1,Branch,764.592151,SUV,Medsize,Antalya,3,1.0,3,0.01455634783342475,2,0.014451421208950552
CW12066,Oregon,11638.89947,Yes,Basic,College,1/26/11,Medical Leave,F,25370,Suburban,Married,102,10,77,0,2,Corporate Auto,Corporate L1,Offer1,Branch,489.6,Sports Car,Large,Antalya,3,1.5,2,0.04824595979503351,2,0.04711825282332361
GD17919,Arizona,14455.86021,No,Extended,College,2/21/11,Unemployed,F,0,Suburban,Single,78,2,63,0,2,Special Auto,Special L2,Offer1,Call Center,561.6,Four-Door Car,Medsize,Izmir,4,1.0,1,78.0,2,4.3694478524670215
HA40978,California,8478.278069,No,Premium,College,1/12/11,Employed,M,53234,Suburban,Single,109,27,37,0,7,Personal Auto,Personal L1,Offer1,Call Center,1212.988796,Four-Door Car,Small,Istanbul,5,1.0,4,0.024570763046173498,2,0.024273757122835467
DO80363,Arizona,3923.265453,No,Premium,High School or Below,2/27/11,Unemployed,M,0,Suburban,Single,108,2,38,0,1,Personal Auto,Personal L2,Offer3,Branch,912.581597,Four-Door Car,Small,Izmir,4,1.0,1,108.0,2,4.6913478822291435
UH79890,Oregon,5201.707743,No,Basic,High School or Below,1/30/11,Unemployed,M,0,Suburban,Married,70,2,49,0,9,Personal Auto,Personal L3,Offer2,Agent,336.0,Four-Door Car,Large,Antalya,3,1.0,1,70.0,2,4.2626798770413155
HA82735,Arizona,3857.947176,No,Extended,Bachelor,1/1/11,Unemployed,F,0,Suburban,Single,121,12,67,2,1,Personal Auto,Personal L2,Offer1,Web,1032.204305,SUV,Medsize,Izmir,4,1.0,2,121.0,2,4.804021044733257
DQ71306,Oregon,3649.658983,No,Extended,High School or Below,2/2/11,Medical Leave,M,19013,Suburban,Married,95,1,58,0,1,Corporate Auto,Corporate L1,Offer3,Call Center,456.0,Four-Door Car,Medsize,Antalya,3,1.0,1,0.0599589754378583,2,0.0582302049579031
